FIPS,COUNTY_NAME,STATE_FIPS,STATE
12107 ,"PUTNAM COUNTY, FL",   12 ,FL
12109 ,"ST. JOHNS COUNTY, FL",   12 ,FL
12111 ,"ST. LUCIE COUNTY, FL",   12 ,FL
12113 ,"SANTA ROSA COUNTY, FL",   12 ,FL
12115 ,"SARASOTA COUNTY, FL",   12 ,FL
12117 ,"SEMINOLE COUNTY, FL",   12 ,FL
12119 ,"SUMTER COUNTY, FL",   12 ,FL
12121 ,"SUWANNEE COUNTY, FL",   12 ,FL
12123 ,"TAYLOR COUNTY, FL",   12 ,FL
12125 ,"UNION COUNTY, FL",   12 ,FL
12127 ,"VOLUSIA COUNTY, FL",   12 ,FL
12129 ,"WAKULLA COUNTY, FL",   12 ,FL
12131 ,"WALTON COUNTY, FL",   12 ,FL
12133 ,"WASHINGTON COUNTY, FL",   12 ,FL
40000 ,"OKLAHOMA, OK",   40 ,OK
40001 ,"ADAIR COUNTY, OK",   40 ,OK
40003 ,"ALFALFA COUNTY, OK",   40 ,OK
40005 ,"ATOKA COUNTY, OK",   40 ,OK
40007 ,"BEAVER COUNTY, OK",   40 ,OK
40009 ,"BECKHAM COUNTY, OK",   40 ,OK
40011 ,"BLAINE COUNTY, OK",   40 ,OK
40013 ,"BRYAN COUNTY, OK",   40 ,OK
40015 ,"CADDO COUNTY, OK",   40 ,OK
40017 ,"CANADIAN COUNTY, OK",   40 ,OK
40019 ,"CARTER COUNTY, OK",   40 ,OK
40021 ,"CHEROKEE COUNTY, OK",   40 ,OK
40023 ,"CHOCTAW COUNTY, OK",   40 ,OK
40025 ,"CIMARRON COUNTY, OK",   40 ,OK
40027 ,"CLEVELAND COUNTY, OK",   40 ,OK
40029 ,"COAL COUNTY, OK",   40 ,OK
40031 ,"COMANCHE COUNTY, OK",   40 ,OK
40033 ,"COTTON COUNTY, OK",   40 ,OK
40035 ,"CRAIG COUNTY, OK",   40 ,OK
40037 ,"CREEK COUNTY, OK",   40 ,OK
40039 ,"CUSTER COUNTY, OK",   40 ,OK
40041 ,"DELAWARE COUNTY, OK",   40 ,OK
40043 ,"DEWEY COUNTY, OK",   40 ,OK
40045 ,"ELLIS COUNTY, OK",   40 ,OK
40047 ,"GARFIELD COUNTY, OK",   40 ,OK
40049 ,"GARVIN COUNTY, OK",   40 ,OK
40051 ,"GRADY COUNTY, OK",   40 ,OK
40053 ,"GRANT COUNTY, OK",   40 ,OK
40055 ,"GREER COUNTY, OK",   40 ,OK
40057 ,"HARMON COUNTY, OK",   40 ,OK
40059 ,"HARPER COUNTY, OK",   40 ,OK
40061 ,"HASKELL COUNTY, OK",   40 ,OK
40063 ,"HUGHES COUNTY, OK",   40 ,OK
40065 ,"JACKSON COUNTY, OK",   40 ,OK
40067 ,"JEFFERSON COUNTY, OK",   40 ,OK
40069 ,"JOHNSTON COUNTY, OK",   40 ,OK
40071 ,"KAY COUNTY, OK",   40 ,OK
40073 ,"KINGFISHER COUNTY, OK",   40 ,OK
40075 ,"KIOWA COUNTY, OK",   40 ,OK
40077 ,"LATIMER COUNTY, OK",   40 ,OK
40079 ,"LE FLORE COUNTY, OK",   40 ,OK
40081 ,"LINCOLN COUNTY, OK",   40 ,OK
40083 ,"LOGAN COUNTY, OK",   40 ,OK
40085 ,"LOVE COUNTY, OK",   40 ,OK
40087 ,"MCCLAIN COUNTY, OK",   40 ,OK
40089 ,"MCCURTAIN COUNTY, OK",   40 ,OK
40091 ,"MCINTOSH COUNTY, OK",   40 ,OK
40093 ,"MAJOR COUNTY, OK",   40 ,OK
40095 ,"MARSHALL COUNTY, OK",   40 ,OK
40097 ,"MAYES COUNTY, OK",   40 ,OK
40099 ,"MURRAY COUNTY, OK",   40 ,OK
40101 ,"MUSKOGEE COUNTY, OK",   40 ,OK
40103 ,"NOBLE COUNTY, OK",   40 ,OK
40105 ,"NOWATA COUNTY, OK",   40 ,OK
40107 ,"OKFUSKEE COUNTY, OK",   40 ,OK
40109 ,"OKLAHOMA COUNTY, OK",   40 ,OK
40111 ,"OKMULGEE COUNTY, OK",   40 ,OK
40113 ,"OSAGE COUNTY, OK",   40 ,OK
40115 ,"OTTAWA COUNTY, OK",   40 ,OK
40117 ,"PAWNEE COUNTY, OK",   40 ,OK
40119 ,"PAYNE COUNTY, OK",   40 ,OK
40121 ,"PITTSBURG COUNTY, OK",   40 ,OK
40123 ,"PONTOTOC COUNTY, OK",   40 ,OK
40125 ,"POTTAWATOMIE COUNTY, OK",   40 ,OK
40127 ,"PUSHMATAHA COUNTY, OK",   40 ,OK
40129 ,"ROGER MILLS COUNTY, OK",   40 ,OK
40131 ,"ROGERS COUNTY, OK",   40 ,OK
40133 ,"SEMINOLE COUNTY, OK",   40 ,OK
40135 ,"SEQUOYAH COUNTY, OK",   40 ,OK
40137 ,"STEPHENS COUNTY, OK",   40 ,OK
40139 ,"TEXAS COUNTY, OK",   40 ,OK
40141 ,"TILLMAN COUNTY, OK",   40 ,OK
40143 ,"TULSA COUNTY, OK",   40 ,OK
40145 ,"WAGONER COUNTY, OK",   40 ,OK
40147 ,"WASHINGTON COUNTY, OK",   40 ,OK
40149 ,"WASHITA COUNTY, OK",   40 ,OK
40151 ,"WOODS COUNTY, OK",   40 ,OK
40153 ,"WOODWARD COUNTY, OK",   40 ,OK
41000 ,"OREGON, OR",   41 ,OR
41001 ,"BAKER COUNTY, OR",   41 ,OR
41003 ,"BENTON COUNTY, OR",   41 ,OR
41005 ,"CLACKAMAS COUNTY, OR",   41 ,OR
41007 ,"CLATSOP COUNTY, OR",   41 ,OR
41009 ,"COLUMBIA COUNTY, OR",   41 ,OR
41011 ,"COOS COUNTY, OR",   41 ,OR
41013 ,"CROOK COUNTY, OR",   41 ,OR
41015 ,"CURRY COUNTY, OR",   41 ,OR
41017 ,"DESCHUTES COUNTY, OR",   41 ,OR
41019 ,"DOUGLAS COUNTY, OR",   41 ,OR
41021 ,"GILLIAM COUNTY, OR",   41 ,OR
41023 ,"GRANT COUNTY, OR",   41 ,OR
41025 ,"HARNEY COUNTY, OR",   41 ,OR
41027 ,"HOOD RIVER COUNTY, OR",   41 ,OR
41029 ,"JACKSON COUNTY, OR",   41 ,OR
41031 ,"JEFFERSON COUNTY, OR",   41 ,OR
41033 ,"JOSEPHINE COUNTY, OR",   41 ,OR
41035 ,"KLAMATH COUNTY, OR",   41 ,OR
41037 ,"LAKE COUNTY, OR",   41 ,OR
41039 ,"LANE COUNTY, OR",   41 ,OR
41041 ,"LINCOLN COUNTY, OR",   41 ,OR
41043 ,"LINN COUNTY, OR",   41 ,OR
41045 ,"MALHEUR COUNTY, OR",   41 ,OR
41047 ,"MARION COUNTY, OR",   41 ,OR
41049 ,"MORROW COUNTY, OR",   41 ,OR
41051 ,"MULTNOMAH COUNTY, OR",   41 ,OR
41053 ,"POLK COUNTY, OR",   41 ,OR
41055 ,"SHERMAN COUNTY, OR",   41 ,OR
41057 ,"TILLAMOOK COUNTY, OR",   41 ,OR
41059 ,"UMATILLA COUNTY, OR",   41 ,OR
41061 ,"UNION COUNTY, OR",   41 ,OR
41063 ,"WALLOWA COUNTY, OR",   41 ,OR
41065 ,"WASCO COUNTY, OR",   41 ,OR
41067 ,"WASHINGTON COUNTY, OR",   41 ,OR
41069 ,"WHEELER COUNTY, OR",   41 ,OR
41071 ,"YAMHILL COUNTY, OR",   41 ,OR
48000 ,"TEXAS, TX",   48 ,TX
48001 ,"ANDERSON COUNTY, TX",   48 ,TX
48003 ,"ANDREWS COUNTY, TX",   48 ,TX
48005 ,"ANGELINA COUNTY, TX",   48 ,TX
48007 ,"ARANSAS COUNTY, TX",   48 ,TX
48009 ,"ARCHER COUNTY, TX",   48 ,TX
48011 ,"ARMSTRONG COUNTY, TX",   48 ,TX
48013 ,"ATASCOSA COUNTY, TX",   48 ,TX
48015 ,"AUSTIN COUNTY, TX",   48 ,TX
48017 ,"BAILEY COUNTY, TX",   48 ,TX
48019 ,"BANDERA COUNTY, TX",   48 ,TX
48021 ,"BASTROP COUNTY, TX",   48 ,TX
48023 ,"BAYLOR COUNTY, TX",   48 ,TX
48025 ,"BEE COUNTY, TX",   48 ,TX
48027 ,"BELL COUNTY, TX",   48 ,TX
48029 ,"BEXAR COUNTY, TX",   48 ,TX
48031 ,"BLANCO COUNTY, TX",   48 ,TX
48033 ,"BORDEN COUNTY, TX",   48 ,TX
48035 ,"BOSQUE COUNTY, TX",   48 ,TX
48037 ,"BOWIE COUNTY, TX",   48 ,TX
48039 ,"BRAZORIA COUNTY, TX",   48 ,TX
48041 ,"BRAZOS COUNTY, TX",   48 ,TX
48043 ,"BREWSTER COUNTY, TX",   48 ,TX
48045 ,"BRISCOE COUNTY, TX",   48 ,TX
48047 ,"BROOKS COUNTY, TX",   48 ,TX
48049 ,"BROWN COUNTY, TX",   48 ,TX
48051 ,"BURLESON COUNTY, TX",   48 ,TX
48053 ,"BURNET COUNTY, TX",   48 ,TX
48055 ,"CALDWELL COUNTY, TX",   48 ,TX
48057 ,"CALHOUN COUNTY, TX",   48 ,TX
48059 ,"CALLAHAN COUNTY, TX",   48 ,TX
48061 ,"CAMERON COUNTY, TX",   48 ,TX
48063 ,"CAMP COUNTY, TX",   48 ,TX
48065 ,"CARSON COUNTY, TX",   48 ,TX
48067 ,"CASS COUNTY, TX",   48 ,TX
48069 ,"CASTRO COUNTY, TX",   48 ,TX
48071 ,"CHAMBERS COUNTY, TX",   48 ,TX
48073 ,"CHEROKEE COUNTY, TX",   48 ,TX
48075 ,"CHILDRESS COUNTY, TX",   48 ,TX
48077 ,"CLAY COUNTY, TX",   48 ,TX
48079 ,"COCHRAN COUNTY, TX",   48 ,TX
48081 ,"COKE COUNTY, TX",   48 ,TX
48083 ,"COLEMAN COUNTY, TX",   48 ,TX
48085 ,"COLLIN COUNTY, TX",   48 ,TX
48087 ,"COLLINGSWORTH COUNTY, TX",   48 ,TX
48089 ,"COLORADO COUNTY, TX",   48 ,TX
48091 ,"COMAL COUNTY, TX",   48 ,TX
48093 ,"COMANCHE COUNTY, TX",   48 ,TX
48095 ,"CONCHO COUNTY, TX",   48 ,TX
48097 ,"COOKE COUNTY, TX",   48 ,TX
48099 ,"CORYELL COUNTY, TX",   48 ,TX
48101 ,"COTTLE COUNTY, TX",   48 ,TX
48103 ,"CRANE COUNTY, TX",   48 ,TX
48105 ,"CROCKETT COUNTY, TX",   48 ,TX
48107 ,"CROSBY COUNTY, TX",   48 ,TX
48109 ,"CULBERSON COUNTY, TX",   48 ,TX
48111 ,"DALLAM COUNTY, TX",   48 ,TX
48113 ,"DALLAS COUNTY, TX",   48 ,TX
48115 ,"DAWSON COUNTY, TX",   48 ,TX
48117 ,"DEAF SMITH COUNTY, TX",   48 ,TX
48119 ,"DELTA COUNTY, TX",   48 ,TX
48121 ,"DENTON COUNTY, TX",   48 ,TX
48123 ,"DEWITT COUNTY, TX",   48 ,TX
48125 ,"DICKENS COUNTY, TX",   48 ,TX
48127 ,"DIMMIT COUNTY, TX",   48 ,TX
48129 ,"DONLEY COUNTY, TX",   48 ,TX
48131 ,"DUVAL COUNTY, TX",   48 ,TX
48133 ,"EASTLAND COUNTY, TX",   48 ,TX
48135 ,"ECTOR COUNTY, TX",   48 ,TX
48137 ,"EDWARDS COUNTY, TX",   48 ,TX
48139 ,"ELLIS COUNTY, TX",   48 ,TX
48141 ,"EL PASO COUNTY, TX",   48 ,TX
48143 ,"ERATH COUNTY, TX",   48 ,TX
48145 ,"FALLS COUNTY, TX",   48 ,TX
48147 ,"FANNIN COUNTY, TX",   48 ,TX
48149 ,"FAYETTE COUNTY, TX",   48 ,TX
48151 ,"FISHER COUNTY, TX",   48 ,TX
48153 ,"FLOYD COUNTY, TX",   48 ,TX
48155 ,"FOARD COUNTY, TX",   48 ,TX
48157 ,"FORT BEND COUNTY, TX",   48 ,TX
48159 ,"FRANKLIN COUNTY, TX",   48 ,TX
48161 ,"FREESTONE COUNTY, TX",   48 ,TX
48163 ,"FRIO COUNTY, TX",   48 ,TX
48165 ,"GAINES COUNTY, TX",   48 ,TX
48167 ,"GALVESTON COUNTY, TX",   48 ,TX
48169 ,"GARZA COUNTY, TX",   48 ,TX
48171 ,"GILLESPIE COUNTY, TX",   48 ,TX
48173 ,"GLASSCOCK COUNTY, TX",   48 ,TX
48175 ,"GOLIAD COUNTY, TX",   48 ,TX
48177 ,"GONZALES COUNTY, TX",   48 ,TX
48179 ,"GRAY COUNTY, TX",   48 ,TX
48181 ,"GRAYSON COUNTY, TX",   48 ,TX
48183 ,"GREGG COUNTY, TX",   48 ,TX
48185 ,"GRIMES COUNTY, TX",   48 ,TX
48187 ,"GUADALUPE COUNTY, TX",   48 ,TX
48189 ,"HALE COUNTY, TX",   48 ,TX
48191 ,"HALL COUNTY, TX",   48 ,TX
48193 ,"HAMILTON COUNTY, TX",   48 ,TX
48195 ,"HANSFORD COUNTY, TX",   48 ,TX
48197 ,"HARDEMAN COUNTY, TX",   48 ,TX
48199 ,"HARDIN COUNTY, TX",   48 ,TX
48201 ,"HARRIS COUNTY, TX",   48 ,TX
48203 ,"HARRISON COUNTY, TX",   48 ,TX
48205 ,"HARTLEY COUNTY, TX",   48 ,TX
48207 ,"HASKELL COUNTY, TX",   48 ,TX
48209 ,"HAYS COUNTY, TX",   48 ,TX
48211 ,"HEMPHILL COUNTY, TX",   48 ,TX
48213 ,"HENDERSON COUNTY, TX",   48 ,TX
48215 ,"HIDALGO COUNTY, TX",   48 ,TX
48217 ,"HILL COUNTY, TX",   48 ,TX
48219 ,"HOCKLEY COUNTY, TX",   48 ,TX
48221 ,"HOOD COUNTY, TX",   48 ,TX
48223 ,"HOPKINS COUNTY, TX",   48 ,TX
48225 ,"HOUSTON COUNTY, TX",   48 ,TX
48227 ,"HOWARD COUNTY, TX",   48 ,TX
48229 ,"HUDSPETH COUNTY, TX",   48 ,TX
48231 ,"HUNT COUNTY, TX",   48 ,TX
48233 ,"HUTCHINSON COUNTY, TX",   48 ,TX
48235 ,"IRION COUNTY, TX",   48 ,TX
48237 ,"JACK COUNTY, TX",   48 ,TX
48239 ,"JACKSON COUNTY, TX",   48 ,TX
48241 ,"JASPER COUNTY, TX",   48 ,TX
48243 ,"JEFF DAVIS COUNTY, TX",   48 ,TX
48245 ,"JEFFERSON COUNTY, TX",   48 ,TX
48247 ,"JIM HOGG COUNTY, TX",   48 ,TX
48249 ,"JIM WELLS COUNTY, TX",   48 ,TX
48251 ,"JOHNSON COUNTY, TX",   48 ,TX
48253 ,"JONES COUNTY, TX",   48 ,TX
48255 ,"KARNES COUNTY, TX",   48 ,TX
48257 ,"KAUFMAN COUNTY, TX",   48 ,TX
48259 ,"KENDALL COUNTY, TX",   48 ,TX
48261 ,"KENEDY COUNTY, TX",   48 ,TX
48263 ,"KENT COUNTY, TX",   48 ,TX
48265 ,"KERR COUNTY, TX",   48 ,TX
48267 ,"KIMBLE COUNTY, TX",   48 ,TX
48269 ,"KING COUNTY, TX",   48 ,TX
48271 ,"KINNEY COUNTY, TX",   48 ,TX
48273 ,"KLEBERG COUNTY, TX",   48 ,TX
48275 ,"KNOX COUNTY, TX",   48 ,TX
48277 ,"LAMAR COUNTY, TX",   48 ,TX
48279 ,"LAMB COUNTY, TX",   48 ,TX
48281 ,"LAMPASAS COUNTY, TX",   48 ,TX
48283 ,"LA SALLE COUNTY, TX",   48 ,TX
48285 ,"LAVACA COUNTY, TX",   48 ,TX
48287 ,"LEE COUNTY, TX",   48 ,TX
48289 ,"LEON COUNTY, TX",   48 ,TX
48291 ,"LIBERTY COUNTY, TX",   48 ,TX
48293 ,"LIMESTONE COUNTY, TX",   48 ,TX
48295 ,"LIPSCOMB COUNTY, TX",   48 ,TX
48297 ,"LIVE OAK COUNTY, TX",   48 ,TX
48299 ,"LLANO COUNTY, TX",   48 ,TX
48301 ,"LOVING COUNTY, TX",   48 ,TX
48303 ,"LUBBOCK COUNTY, TX",   48 ,TX
48305 ,"LYNN COUNTY, TX",   48 ,TX
48307 ,"MCCULLOCH COUNTY, TX",   48 ,TX
48309 ,"MCLENNAN COUNTY, TX",   48 ,TX
48311 ,"MCMULLEN COUNTY, TX",   48 ,TX
48313 ,"MADISON COUNTY, TX",   48 ,TX
48315 ,"MARION COUNTY, TX",   48 ,TX
48317 ,"MARTIN COUNTY, TX",   48 ,TX
48319 ,"MASON COUNTY, TX",   48 ,TX
48321 ,"MATAGORDA COUNTY, TX",   48 ,TX
48323 ,"MAVERICK COUNTY, TX",   48 ,TX
48325 ,"MEDINA COUNTY, TX",   48 ,TX
48327 ,"MENARD COUNTY, TX",   48 ,TX
48329 ,"MIDLAND COUNTY, TX",   48 ,TX
48331 ,"MILAM COUNTY, TX",   48 ,TX
48333 ,"MILLS COUNTY, TX",   48 ,TX
48335 ,"MITCHELL COUNTY, TX",   48 ,TX
48337 ,"MONTAGUE COUNTY, TX",   48 ,TX
48339 ,"MONTGOMERY COUNTY, TX",   48 ,TX
48341 ,"MOORE COUNTY, TX",   48 ,TX
48343 ,"MORRIS COUNTY, TX",   48 ,TX
48345 ,"MOTLEY COUNTY, TX",   48 ,TX
48347 ,"NACOGDOCHES COUNTY, TX",   48 ,TX
48349 ,"NAVARRO COUNTY, TX",   48 ,TX
48351 ,"NEWTON COUNTY, TX",   48 ,TX
48353 ,"NOLAN COUNTY, TX",   48 ,TX
48355 ,"NUECES COUNTY, TX",   48 ,TX
48357 ,"OCHILTREE COUNTY, TX",   48 ,TX
48359 ,"OLDHAM COUNTY, TX",   48 ,TX
48361 ,"ORANGE COUNTY, TX",   48 ,TX
48363 ,"PALO PINTO COUNTY, TX",   48 ,TX
48365 ,"PANOLA COUNTY, TX",   48 ,TX
48367 ,"PARKER COUNTY, TX",   48 ,TX
48369 ,"PARMER COUNTY, TX",   48 ,TX
48371 ,"PECOS COUNTY, TX",   48 ,TX
48373 ,"POLK COUNTY, TX",   48 ,TX
48375 ,"POTTER COUNTY, TX",   48 ,TX
48377 ,"PRESIDIO COUNTY, TX",   48 ,TX
48379 ,"RAINS COUNTY, TX",   48 ,TX
48381 ,"RANDALL COUNTY, TX",   48 ,TX
48383 ,"REAGAN COUNTY, TX",   48 ,TX
48385 ,"REAL COUNTY, TX",   48 ,TX
48387 ,"RED RIVER COUNTY, TX",   48 ,TX
48389 ,"REEVES COUNTY, TX",   48 ,TX
48391 ,"REFUGIO COUNTY, TX",   48 ,TX
48393 ,"ROBERTS COUNTY, TX",   48 ,TX
48395 ,"ROBERTSON COUNTY, TX",   48 ,TX
48397 ,"ROCKWALL COUNTY, TX",   48 ,TX
48399 ,"RUNNELS COUNTY, TX",   48 ,TX
48401 ,"RUSK COUNTY, TX",   48 ,TX
48403 ,"SABINE COUNTY, TX",   48 ,TX
48405 ,"SAN AUGUSTINE COUNTY, TX",   48 ,TX
48407 ,"SAN JACINTO COUNTY, TX",   48 ,TX
48409 ,"SAN PATRICIO COUNTY, TX",   48 ,TX
48411 ,"SAN SABA COUNTY, TX",   48 ,TX
48413 ,"SCHLEICHER COUNTY, TX",   48 ,TX
48415 ,"SCURRY COUNTY, TX",   48 ,TX
48417 ,"SHACKELFORD COUNTY, TX",   48 ,TX
48419 ,"SHELBY COUNTY, TX",   48 ,TX
48421 ,"SHERMAN COUNTY, TX",   48 ,TX
48423 ,"SMITH COUNTY, TX",   48 ,TX
48425 ,"SOMERVELL COUNTY, TX",   48 ,TX
48427 ,"STARR COUNTY, TX",   48 ,TX
48429 ,"STEPHENS COUNTY, TX",   48 ,TX
48431 ,"STERLING COUNTY, TX",   48 ,TX
48433 ,"STONEWALL COUNTY, TX",   48 ,TX
48435 ,"SUTTON COUNTY, TX",   48 ,TX
48437 ,"SWISHER COUNTY, TX",   48 ,TX
48439 ,"TARRANT COUNTY, TX",   48 ,TX
48441 ,"TAYLOR COUNTY, TX",   48 ,TX
48443 ,"TERRELL COUNTY, TX",   48 ,TX
48445 ,"TERRY COUNTY, TX",   48 ,TX
48447 ,"THROCKMORTON COUNTY, TX",   48 ,TX
48449 ,"TITUS COUNTY, TX",   48 ,TX
48451 ,"TOM GREEN COUNTY, TX",   48 ,TX
48453 ,"TRAVIS COUNTY, TX",   48 ,TX
48455 ,"TRINITY COUNTY, TX",   48 ,TX
48457 ,"TYLER COUNTY, TX",   48 ,TX
48459 ,"UPSHUR COUNTY, TX",   48 ,TX
48461 ,"UPTON COUNTY, TX",   48 ,TX
48463 ,"UVALDE COUNTY, TX",   48 ,TX
48465 ,"VAL VERDE COUNTY, TX",   48 ,TX
48467 ,"VAN ZANDT COUNTY, TX",   48 ,TX
48469 ,"VICTORIA COUNTY, TX",   48 ,TX
48471 ,"WALKER COUNTY, TX",   48 ,TX
48473 ,"WALLER COUNTY, TX",   48 ,TX
48475 ,"WARD COUNTY, TX",   48 ,TX
